Club_ID,Club_Name,Primary language,Address (Street and Number),Zipcode,City,Province,Country,Participation Games 2015,Participation Games 2016,Participation Games 2017,Participation Games 2018,Participation Games 2019,Participation Games 2022,Participation Games 2023,Participation Games 2024,Participation Games 2025
289,NEW MOBILITY CLUB SPORTIF DE MOUSCRON,French,"Rue du Bois, 103",7700.0,MOUSCRON,Hainaut,,,True,True,True,True,1.0,1.0,1.0,1.0
290,LOTUS D'OCQUIER,French,"Grand Rue, 62",4560.0,OCQUIER,Liège,,,True,True,True,True,1.0,1.0,1.0,1.0
291,LES DALTONS,French,"Rue Georges Tondeur, 60",7040.0,Quevy-Le-Grand (Mons),HAINAUT,,,True,True,True,True,1.0,1.0,1.0,
292,CARPE DIEM ASBL,French,Rue du Plateau 11,5100.0,Jambes,Namur,,,True,False,True,True,1.0,1.0,1.0,1.0
293,LES 3 SAPINS,French,Rue François Onckelet 10,7070.0,Mignault,Hainaut,Belgium,,True,True,True,True,1.0,1.0,1.0,1.0
294,LA SAPINIERE DE QUAREGNON,French,Rue De Pâturages 48,7390.0,Quaregnon,Hainaut,Belgium,,True,True,True,True,1.0,1.0,1.0,1.0
296,KANO JC TOURNAI,French,Rue de la Royère 80,7730.0,NECHIN,Hainaut,,,False,True,True,True,1.0,1.0,1.0,1.0
297,FOYER DU CALYDON,French,,,Liège,Liège,,,False,True,True,True,1.0,1.0,,
298,CERCLE ADAPTE ANDENNAIS,French,Rue de Velaine 162,5300.0,Andenne,Namur,,,False,False,True,False,,,,1.0
299,A.C.I.S. SOLEIL LEVANT,French,"Rue de Lodelinsart, 97",6061.0,Montignies - sur - Samble,Hainaut,Belgique,,False,True,True,True,1.0,1.0,1.0,1.0
300,LE CHAF ASBL,French,Rue Jules Maltaux 62,6240.0,FARCIENNES,Hainaut,BELGIQUE,1.0,True,True,True,True,1.0,1.0,1.0,1.0
302,LE GRIMOIRE,French,Rue du Couvent 50,6890.0,TRANSINNE,Luxembourg,BELGIQUE,1.0,True,True,True,False,,,,
303,LES 3 FÉES,French,"Rue de la Sauveniere,100",4900.0,SPA,Liège,BELGIQUE,,False,False,False,False,,,,
304,LES DRAGONS,French,Rue Bonaert 29,7011.0,GHLIN,Hainaut,BELGIQUE,1.0,True,True,True,True,1.0,1.0,1.0,1.0
306,MAISON DES PILIFS,French,"Place Peeter Benoît, 3",1120.0,BRUXELLES,Brussel/Bruxelles,,,True,True,True,True,1.0,1.0,1.0,1.0
307,JOSO ASBL,French,Avenue du Pesage 12,1050.0,IXELLES,Brussel/Bruxelles,,,False,True,True,True,1.0,1.0,1.0,1.0
308,LA CARAVELLE,French,Rue du Canal 17,7640.0,Peronnes - Lez - Antoing,Hainaut,Belgique,,False,True,True,True,,,,
309,LA RENAISSANCE,French,Avenue Maistriau 52,7000.0,Mons,Hainaut,Belgique,,False,False,True,False,,,,
310,VISÉ - CENTRE DE CERFONTAINE,French,Rue Du Long Fossé 166A,4684.0,HACCOURT,Liège,,,False,True,True,True,1.0,1.0,1.0,1.0
311,CHEVAL ET FORET,French,Rue du Rouge-Cloître 5,1160.0,Auderghem,Brussel/Bruxelles,Belgique,,False,False,True,False,,,,
312,FAGN' HANDISPORTS ASBL,French,Winamplanche 6,4900.0,Spa,Liège,Belgique,,False,False,False,False,,,,
314,LIFE BADMINTON LE ROEULX,French,Manoir Saint Jean,7070.0,Le Roeulx,Hainaut,,,False,False,False,False,,,,
315,ECOLE NOS PILIFS,French,Avenue des Pagodes 212,1020.0,Laeken,Brussel/Bruxelles,Belgique,,False,False,False,False,,,,
316,LA CADOLE ASBL,French,Avenue de la Basilique 55,7603.0,Bonsecours,Hainaut,Belgique,,False,False,True,False,1.0,1.0,1.0,1.0
317,CTM - CAROLO TEAM MARCINELLE,French,Rue du Débarcadère 100,6001.0,Marcinelle,Hainaut,Belgique,,False,False,True,True,1.0,1.0,1.0,1.0
318,L'ECHALIER,French,Rue de L'Institut 40,4632.0,Cerexhe - Heuseux,Liège,Belgique,,False,False,False,True,1.0,1.0,1.0,1.0
319,ASBL L'ETOILE FILANTE,French,"Pont- A - La - Faulx, 107",7600.0,Péruwelz,Hainaut,Belgium,,False,False,False,False,,,1.0,
321,ACBBH,French,Quartier Des Bruyères 5,7321.0,Blaton,Hainaut,Belgique,,False,False,False,True,,,,
322,ACBB,French,Quartier des Bruyères 5,7321.0,Blaton,Hainaut,Belgium,,False,False,False,True,,,,
323,LA GARENNE,French,"Rue du Vert Velu, 67",7608.0,Wiers - Péruwelz,Hainaut,Belgium,,False,False,False,True,,,,
324,LES VELDEMANNEKES,French,Jules Bordetlaan 132A,1140.0,BRUSSEL,Brussel/Bruxelles,BELGIË,,False,False,False,False,,,,
325,ALL STARS,French,Rue Anntoine Gosselin 16,7973.0,Strambruges,Hainaut,Belgique,,False,False,False,True,1.0,1.0,,
326,LE PART'AGE,French,Rue du Saclet 2,7730.0,Estaimpuis,Hainaut,Belgique,,False,False,False,True,,,1.0,1.0
327,LE PAYS DE COCAGNE,French,Chaussée du Roeulx 63,7000.0,Mons,Hainaut,Belgique,,False,False,False,True,1.0,1.0,1.0,1.0
328,16 ÂMES,French,"Vieux Chemin De Lille, 36",7501.0,ORCQ,Hainaut,Belgique,,False,False,False,False,1.0,1.0,1.0,1.0
329,L'ACCUEIL MOSAN ASBL,French,Avenue de la Marlagne 205,5000.0,Namur,Namur,Belgium,,False,False,False,False,1.0,1.0,1.0,1.0
330,LA BOULAIE,French,Rue Jéricho 10,6460.0,Chimay,Hainaut,Belgique,,False,False,False,False,1.0,1.0,1.0,1.0
331,SAPI BL'A,French,213 Avenue Alphonse Allard,1420.0,Braine L'Alleud,Babant Wallon,Belgique,,False,False,False,False,1.0,1.0,,1.0
332,B.C. CLERFAYT,French,Rue de Clerfayt 104/C,,Hainaut,Wallonie,Belgique,,False,False,False,False,,,,
333,EESSCF - LES PEUPLIERS,French,Rue Mionvaux 33,6900.0,Marloie,Luxembourg,Luxembourg,,False,False,False,False,,,,
334,LE NIDVELLES° (LE COLOMBIER 2),French,Allée de la Cense du Colombier 2,1400.0,Nivelles,Brabant-Wallon,Belgium,,False,False,False,False,1.0,1.0,1.0,1.0
335,ASCENSION ERQUELINNES,French,13 rue de Bougnies,6560.0,Erquelinnes,Hainaut,Belgium,,False,False,False,False,,,,
336,LONCIN AU PETIT BONHEUR,French,Rue de Jemeppe 224,4431.0,LONCIN,Liège,Belgium,,False,False,False,False,1.0,1.0,,1.0
338,C GO GYM,French,Rue du Bornoville 49,7700.0,Mouscron,Hainaut,Belgique,,False,False,False,False,1.0,1.0,,1.0
339,CIGALINE,French,Rue de l'Hopital 3,6567.0,Merbes-Le-Château,Hainaut,Belgique,,False,False,False,False,1.0,1.0,,1.0
340,WOLFHANDI RACLO,French,"boulevard du Tivoli, 80",7100.0,La Louvière,Hainaut,Belgique,,False,False,False,False,1.0,1.0,1.0,1.0
341,JUDO TOP NIVEAU TOURNAI,French,Rue Du Désert 37,7500.0,Tournai,Hainaut,Belgium,,False,False,False,False,1.0,1.0,,1.0
342,AU FOYER DE CASSIOPEE,French,Cour 3,4987.0,STOUMONT,Liège,Belgique,,False,False,False,False,1.0,1.0,1.0,1.0
343,HOCKEY TOGETHER,French,"Vieille Rue du Moulin, 230 ",1180.0,Uccle,Bruxelles,Belgique,,False,False,False,False,,1.0,1.0,1.0
344,RESIDENCE CHATEAU ARC-EN-CIEL,French,Rue docteur coffee 15,7110.0,Strepy Bracquegnies,Hainaut,Belgique,,False,False,False,False,,1.0,1.0,1.0
345,ASBL LES PASSEREAUX,French,Route d'Henri Chapelle 10,4650.0,Battice,Liège,Belgium,,False,False,False,False,,,,
346,TAGO ASBL,French,Rue des faînes 228,1120.0,Neder-Over-Heembeek,Bruxelles,Belgique,,False,False,False,False,,,1.0,1.0
347,TIFRA HENSIES,French,"Rue Haute, 32",7350.0,Hensies,Hainaut,Belgique,,False,False,False,False,,,,
348,NOKTO,French,"Rue des faines, 228",1120.0,Neder-Over-Hembeek,Bruxelles,Belgium,,False,False,False,False,,,1.0,1.0
349,LE BOIS DE SAPINS,French,"Chaussée de Louvain, 27",1210.0,Saint-Josse Ten-Noode,Bruxelles,Belgique,,False,False,False,False,,,1.0,1.0
350,LES LEUPS,French,Thier St Leonard 50,4460.0,GRÂCE-HOLLOGNE,Liège,Belgique,,False,False,False,False,,,1.0,1.0
351,LES MARSOUX,French,"Débarcadère, 100",6001.0,MARCINELLE,Hainaut,belgique,,False,False,False,False,,,1.0,1.0
352,LA PREVOTE,French,"2, Place de la résistance",7331.0,Baudour,Hainaut,Belgique,,False,False,False,False,,,,1.0
353,MALMEDY ATHLETIC CLUB,French,Rue St Hilaire 28,4960.0,Malmedy,Liège,Belgique,,False,False,False,False,,,,1.0
354,LE SEQUOIA,French,"Chaussée de Maubeuge,470Bis",7022.0,Hyon,Hainaut,Belgique,,False,False,False,False,,,,1.0
355,VILLA PILIFS,French,Rue du Wimpelberg 188,1120.0,Neder-Over-Heembeek,Bruxelles,Belgique,,False,False,False,False,,,,1.0
356,REVALITY SPORT ASBL,French,"Allée de Clerlande,6",1340.0,Ottignies-Louvain-La-Neuve,Brabant Wallon,Belgique,,False,False,False,False,,,,
357,FOOT'GERES,French,Rue du Couvent 16A,7340.0,Colfontaine,Hainaut,Belgique,,False,False,False,False,,,,
358,DOMAINE DE LA PASSERELLE,French,Chaussée de Churchill 54,4420.0,Liège,,Belgique,,False,False,False,False,,,,
359,ÉTOILE MARCHOISE,French,Chaussée de l'Ourthe 96,6900.0,Marche-en-Famenne,Luxembourg,Belgique,,False,False,False,False,,,,
360,FOYER D'ASTREE,French,Rue De Tilff 412,4031.0,Liège,,Belgium,,False,False,False,False,,,,
361,LES CHANTERELLES,French,Rue Beauregard 27,4130.0,Esneux,Liège,Belgique,,False,False,False,False,,,,
362,RÉSIDENCE TIFRA,French,Rue du Bourrelier 30,7050.0,Jurbise,Hainaut,Belgique,,False,False,False,False,,,,
500,LOMMELSE TENNIS CLUB,Dutch,Sint Bernardstraat,3920.0,LOMMEL,Limburg,,1.0,True,True,True,True,1.0,1.0,1.0,1.0
501,ZONNELIED,Dutch,Kloosterstraat 7,1761.0,ROOSDAAL,Vlaams Brabant,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
502,BORGERSTEIN,Dutch,Kapelweg 7,2860.0,SINT-KATELIJNE-WAVER,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
504,DE GRAAF,Dutch,Welzijnscampus 5/B31,3600.0,Genk,,BELGIË,1.0,True,True,True,True,1.0,,,
505,OPEN KANS,Dutch,Welzijnscampus 5 bus 31,3600.0,GENK,Limburg,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
506,G-BLACK DEVILS UNITED,Dutch,Cousseweg 7,8490.0,Jabbeke,West-Vlaanderen,België,,False,False,False,False,,,,
507,DRAPI,Dutch,Spoorweglaan 19,9840.0,DE PINTE,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,,1.0,1.0,1.0
508,SPORTCLUB DRUIVENSTREEK,Dutch,Deromstraat 45,3080.0,Duisburg,Vlaams Brabant,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
509,FRISA,Dutch,Lostraat 175,1760.0,ROOSDAAL,Vlaams Brabant,BELGIË,1.0,True,True,True,True,,1.0,1.0,1.0
510,JC KUMIUCHI BERLARE,Dutch,Dorp 37b ,9290.0,Berlare,Oost Vlaanderen,BELGIE,,False,False,False,False,,1.0,1.0,1.0
511,TER MUIDEN VZW,Dutch,Meulestraat 6,8730.0,Oedelem,West-Vlaanderen,Belgie,,False,False,False,False,1.0,1.0,1.0,1.0
512,HET GIELSBOS,Dutch,Vosselaarseweg 1,2275.0,GIERLE,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
513,RECREAS DAMESVOETBALCLUB,Dutch,Hoge Kouter 11,8560.0,Gullegem,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
514,ZEVENHUIZEN,Dutch,Gestichtstraat 2,9000.0,GENT,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
515,KJC BAZEL,Dutch,Beekdam 1,9150.0,BAZEL,Oost-Vlaanderen,BELGIE,1.0,True,True,True,True,1.0,1.0,1.0,1.0
516,MASS,Dutch,Kasteeldreef 2,9630.0,ZWALM - BEERLEGEM,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,,1.0,1.0,1.0
517,M.P.I. MAASEIK,Dutch,Bokkerijdersweg 20,3680.0,MAASEIK,Limburg,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
518,ARUM,Dutch,Stokkemerbaan 147,3650.0,DILSEN-STOKKEM,Limburg,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
521,ONS ERF,Dutch,Chartreuseweg 53,8200.0,ST-MICHIELS,West-Vlaanderen,BELGIE,1.0,True,True,True,True,1.0,,,
522,BC WIT-WIT RONSE,Dutch,Muziekbosstraat 35,9600.0,RONSE,Oost-Vlaanderen,BELGIE,1.0,True,False,False,False,,,,
523,SPELIN WIJCHMAAL,Dutch,Sint Elisabethlaan  20,3990.0,PEER,Limburg,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
524,AVZK,Dutch,Blindejennestraat 40,2221.0,BOOISCHOT,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
525,SABA,Dutch,Leernsesteenweg 53,9800.0,DEINZE,Oost-Vlaanderen,BELGIË,0.0,False,True,True,True,,,,
527,MIVALTI,Dutch,Gruuthusestraat 36,8700.0,TIELT,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
528,BLIJDORP BUGGENHOUT,Dutch,P/A Blijdorpstraat 3,9255.0,BUGGENHOUT,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
530,DE HOGE KOUTER,Dutch,Bad Godesberglaan 19,8500.0,KORTRIJK,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
531,OLO-Rotonde VZW,Dutch,Miksebaan 2264 B,2930.0,BRASSCHAAT,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
532,S.C. VIRO VZW,Dutch,Koning Albert 1 laan 188,8200.0,BRUGGE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
533,VZW FIETS-WANDELCLUB FIT LSA,Dutch,G. Van Der Lindenlaan 10 bus3,2570.0,Duffel,Antwerpen,Belgie,,False,False,False,False,,,,
534,LEUVEN AQUATICS vzw,Dutch,Naamsevest 106,3000.0,Leuven,Vlaams Brabant,Belgie,,False,False,False,False,1.0,1.0,1.0,1.0
535,DE BRANDING,Dutch,Ringlaan 30,8501.0,KORTRIJK-HEULE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
536,A.V. LYRA-LIERSE,Dutch,Grote Doelstraat 3,2820.0,BONHEIDEN,Antwerpen,BELGIE,1.0,True,True,True,True,1.0,1.0,1.0,1.0
537,VZW DE VLEUGELS,Dutch,"Stokstraat,1",8650.0,KLERKEN,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
538,GAVERLAND,Dutch,Leenstraat 31-35,9890.0,VURSTE,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,,1.0,1.0,1.0
539,SMASHING LEUVEN,Dutch,Tervuursevest 101,3001.0,LEUVEN,Vlaams Brabant,BELGIE,1.0,True,True,True,True,1.0,1.0,1.0,
540,KVC 3 LINDEN GENK,Dutch,Arbeidsstraat 72,3600.0,GENK,Limburg,,1.0,True,True,True,True,1.0,1.0,1.0,1.0
541,KLAVIER,Dutch,Zwart Goor 1,2330.0,MERKSPLAS,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
543,ROZENKRANS,Dutch,Albert I - laan 54,8670.0,OOSTDUINKERKE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,,,,
544,ROYAL GHENT SWIMMING CLUB,Dutch,Lindestraat 93,9090.0,Melle,Oost-Vlaanderen,BELGIE,1.0,True,True,True,True,,,,
545,ZONNEHOEVE / LIVING+,Dutch,Zonnestraat 13,9810.0,EKE -NAZARETH,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
548,G-SPORT VORSELAAR,Dutch,Vroegeinde 22,2290.0,Vorselaar,Antwerpen,Belgie,,False,False,False,False,,,,
550,DE LOVIE,Dutch,Krombeekseweg 82,8970.0,POPERINGE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
551,DE VIERKLAVER,Dutch,Haarkensstraat 32A,9850.0,Deinze,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
552,GEELSE TTC,Dutch,Malosewaver 63,2440.0,GEEL,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
553,GROENHOVE,Dutch,Leenstraat 31,9890.0,VURSTE,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
554,RECREAS KFC ALKEN,Dutch,Bampstraat 17 B,3830.0,WELLEN,Limburg,,1.0,True,True,True,True,1.0,1.0,1.0,1.0
556,'T VOSJE VZW,Dutch,Crocussenstraat 11,1800.0,Vilvoorde,Vlaams Brabant,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
557,SPORTCLUB TORDALE,Dutch,BRUGGESTRAAT 39,8820.0,TORHOUT,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
558,ALTHUS,Dutch,Slijperstraat 3,8840.0,OOSTNIEUWKERKE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,,1.0,1.0
559,SINT ODA PELT,Dutch,Breugelweg 200,3900.0,OVERPELT,Limburg,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
560,FC MAASLAND NO,Dutch,Klaverstraat 13,3650.0,Rotem,Limburg,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
561,DE OEVER,Dutch,Gasthuisstraat 10,2990.0,WUUSTWEZEL (GOOREIND),Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
562,INSPIRANT,Dutch,Bitterzoetlaan 5a,8670.0,OOSTDUINKERKE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
564,TRIANGEL SPORT,Dutch,Molendreef 16,9920.0,LOVENDEGEM,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
565,VZW KOMPAS,Dutch,Botestraat 131-133,9032.0,Wondelgem,Oost-Vlaanderen,Belgie,,False,False,False,False,1.0,1.0,,1.0
566,DE CLEYNEN BEMPT,Dutch,Delportestraat 2,3300.0,TIENEN,Vlaams Brabant,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
567,OOSTREM,Dutch,Oostremstraat 26,3020.0,HERENT,Vlaams Brabant,BELGIË,1.0,True,True,True,False,1.0,1.0,1.0,1.0
569,TER LINDE,Dutch,Kaleshoek 53,9800.0,DEINZE,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
570,PRIMAVERA DAGCENTRUM,Dutch,Terlindehofstraat 160,2170.0,MERKSEM,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
571,BOOTHUIS,Dutch,Heistlaan 123,8301.0,KNOKKE-HEIST,West-Vlaanderen,,1.0,True,True,True,True,,,,
572,HAVENZATE,Dutch,Noordstraat 136,8630.0,VEURNE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
573,JUDO CLUB MORI-NO-OTOKO,Dutch,Vroeneinde 73,2290.0,VORSELAAR,Antwerpen,,1.0,True,True,True,False,,,,
574,DE VALIER,Dutch,Verlorenkoststraat 103,1770.0,LIEDEKERKE,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,,,,
575,UBUNTU,Dutch,Blokkestraat 29A,8550.0,Zwevegem,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
576,AVALYMPICS  VZW,Dutch,Amerikalaan 32,2440.0,GEEL,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
577,SCHOOL @ WATERKANT,Dutch,Stropkaai 38 A,9000.0,GENT,Oost-Vlaanderen,,1.0,True,True,True,True,,1.0,1.0,1.0
578,G-VOETBAL EENDRACHT MECHELEN AAN DE MAAS,Dutch,Beekstraat 8,3630.0,MAASMECHELEN,Limburg,,1.0,False,False,False,False,,,,
579,SMASH BC,Dutch,Halstraat 142 / 2,3550.0,HEUSDEN-ZOLDER,Limburg,,1.0,True,True,True,True,1.0,1.0,1.0,1.0
581,ZGEEL,Dutch,Weverstraat 4,2430.0,Eindhout Laakdal,Antwerpen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
582,LOOISE A.V.,Dutch,Eindhoutseweg 25 ,2440.0,GEEL,ANTWERPEN,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
583,G-SPORT PAJOTTENLAND,Dutch,Bosstraat 4,1755.0,GOOIK,Vlaams Brabant,BELGIE,1.0,True,True,True,True,1.0,1.0,1.0,1.0
584,BUSO 'T VURSTJEN,Dutch,Vurstjen 27,9940.0,EVERGEM,Oost-Vlaanderen,,,True,True,False,False,,,,
585,DUIN EN POLDER,Dutch,G.B. Jacquesstraat 78,8600.0,DIKSMUIDE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
586,SODAM,Dutch,Kasteeldreef 2,9830.0,BEERLEGEM - ZWALM,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,,1.0,1.0,1.0
587,SKAR,Dutch,Klein Park 1,3360.0,LOVENJOEL,Vlaams Brabant,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
588,VOLUIT,Dutch,Kramershoek 39,9940.0,EVERGEM,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
589,DUINHELM,Dutch,Rietmustraat 24,8400.0,OOSTENDE,West-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
590,MARTINE VAN CAMP,Dutch,Turnhoutsebaan 57,3294.0,MOLENSTEDE-DIEST,Vlaams Brabant,BELGIË,1.0,True,True,True,True,,1.0,1.0,1.0
592,SCHOONDERHAGE,Dutch,Schuitstraat 16,9401.0,POLLARE,Oost-Vlaanderen,BELGIË,1.0,True,True,True,True,1.0,1.0,1.0,1.0
